Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Wirtschaftsinformatik & Management","Wirtschaftsinformatik & Management","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/35764","Journal"
"International Journal of the Sociology of Leisure","International Journal of the Sociology of Leisure","","1 / 2018","","","","","http://link.springer.com/journal/41978","Journal"
"BioData Mining","BioData Mining","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/13040","Journal"
"Journal of Fourier Analysis and Applications","Journal of Fourier Analysis and Applications","","1 / 1994 - 24 / 2018","","","","","http://link.springer.com/journal/41","Journal"
"Fluid Dynamics","Fluid Dynamics","","1 / 1966 - 52 / 2017","","","","","http://link.springer.com/journal/10697","Journal"
"Sports Medicine","Sports Medicine","","1 / 1984 - 48 / 2018","","","","","http://link.springer.com/journal/40279","Journal"
"Journal of Cluster Science","Journal of Cluster Science","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10876","Journal"
"Journal of Paleolithic Archaeology","Journal of Paleolithic Archaeology","","1 / 2018","","","","","http://link.springer.com/journal/41982","Journal"
"Logica Universalis","Logica Universalis","","1 / 2007 - 11 / 2017","","","","","http://link.springer.com/journal/11787","Journal"
"Moscow University Biological Sciences Bulletin","Moscow University Biological Sciences Bulletin","","62 / 2007 - 73 / 2018","","","","","http://link.springer.com/journal/11966","Journal"
"Oral Cancer","Oral Cancer","","1 / 2017","","","","","http://link.springer.com/journal/41548","Journal"
"Clinical Phytoscience","Clinical Phytoscience","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40816","Journal"
"BMC Geriatrics","BMC Geriatrics","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12877","Journal"
"Disease Management & Health Outcomes","Disease Management & Health Outcomes","","1 / 1997 - 16 / 2008","","","","","http://link.springer.com/journal/40283","Journal"
"Pflegezeitschrift","Pflegezeitschrift","","70 / 2017 - 71 / 2018","","","","","http://link.springer.com/journal/41906","Journal"
"Journal of Clinical Psychology in Medical Settings","Journal of Clinical Psychology in Medical Settings","","1 / 1994 - 25 / 2018","","","","","http://link.springer.com/journal/10880","Journal"
"Movement Ecology","Movement Ecology","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40462","Journal"
"Mycoscience","Mycoscience","","35 / 1994 - 53 / 2012","","","","","http://link.springer.com/journal/10267","Journal"
"Russian Journal of Organic Chemistry","Russian Journal of Organic Chemistry","","37 / 2001 - 54 / 2018","","","","","http://link.springer.com/journal/11178","Journal"
"Current Climate Change Reports","Current Climate Change Reports","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40641","Journal"
"Moscow University Mathematics Bulletin","Moscow University Mathematics Bulletin","","62 / 2007 - 73 / 2018","","","","","http://link.springer.com/journal/11970","Journal"
"GeroScience","GeroScience","","1 / 1978 - 40 / 2018","","","","","http://link.springer.com/journal/11357","Journal"
"Nano-Micro Letters","Nano-Micro Letters","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/40820","Journal"
"Differential Equations","Differential Equations","","36 / 2000 - 54 / 2018","","","","","http://link.springer.com/journal/10625","Journal"
"Herzschrittmachertherapie + Elektrophysiologie","Herzschrittmachertherapie + Elektrophysiologie","","8 / 1997 - 29 / 2018","","","","","http://link.springer.com/journal/399","Journal"
"BMC Medical Genetics","BMC Medical Genetics","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/12881","Journal"
"BIOspektrum","BIOspektrum","","17 / 2011 - 24 / 2018","","","","","http://link.springer.com/journal/12268","Journal"
"Central European Journal of Medicine","Central European Journal of Medicine","","1 / 2006 - 9 / 2014","","","","","http://link.springer.com/journal/11536","Journal"
"Genus","Genus","","72 / 2016 - 74 / 2018","","","","","http://link.springer.com/journal/41118","Journal"
"Calcolo","Calcolo","","1 / 1964 - 55 / 2018","","","","","http://link.springer.com/journal/10092","Journal"
"Journal of Adult Development","Journal of Adult Development","","1 / 1994 - 25 / 2018","","","","","http://link.springer.com/journal/10804","Journal"
"Swiss Journal of Palaeontology","Swiss Journal of Palaeontology","","130 / 2011 - 136 / 2017","","","","","http://link.springer.com/journal/13358","Journal"
"The Review of Socionetwork Strategies","The Review of Socionetwork Strategies","","1 / 2008 - 11 / 2017","","","","","http://link.springer.com/journal/12626","Journal"
"Russian Physics Journal","Russian Physics Journal","","8 / 1965 - 60 / 2017","","","","","http://link.springer.com/journal/11182","Journal"
"Adsorption","Adsorption","","1 / 1995 - 24 / 2018","","","","","http://link.springer.com/journal/10450","Journal"
"Journal of The Institution of Engineers (India): Series C","Journal of The Institution of Engineers (India): Series C","","93 / 2012 - 99 / 2018","","","","","http://link.springer.com/journal/40032","Journal"
"Central European Journal of Computer Science","Central European Journal of Computer Science","","1 / 2011 - 4 / 2014","","","","","http://link.springer.com/journal/13537","Journal"
"neuropsychiatrie","neuropsychiatrie","","26 / 2012 - 32 / 2018","","","","","http://link.springer.com/journal/40211","Journal"
"Annals of Vascular Surgery","Annals of Vascular Surgery","","1 / 1986 - 20 / 2006","","","","","http://link.springer.com/journal/10016","Journal"
"Archives of Pharmacal Research","Archives of Pharmacal Research","","1 / 1978 - 41 / 2018","","","","","http://link.springer.com/journal/12272","Journal"
"Potato Research","Potato Research","","1 / 1958 - 60 / 2017","","","","","http://link.springer.com/journal/11540","Journal"
"Jeugdbeleid","Jeugdbeleid","","6 / 2012 - 12 / 2018","","","","","http://link.springer.com/journal/12451","Journal"
"Development","Development","","42 / 1999 - 59 / 2016","","","","","http://link.springer.com/journal/41301","Journal"
"Powder Metallurgy and Metal Ceramics","Powder Metallurgy and Metal Ceramics","","1 / 1962 - 56 / 2017","","","","","http://link.springer.com/journal/11106","Journal"
"Der Onkologe","Der Onkologe","","2 / 1996 - 24 / 2018","","","","","http://link.springer.com/journal/761","Journal"
"Journal of Mathematics in Industry","Journal of Mathematics in Industry","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13362","Journal"
"Journal of Population Economics","Journal of Population Economics","","1 / 1988 - 31 / 2018","","","","","http://link.springer.com/journal/148","Journal"
"Canadian Journal of Anesthesia/Journal canadien d'anesthésie","Canadian Journal of Anesthesia/Journal canadien d'anesthésie","","1 / 1954 - 65 / 2018","","","","","http://link.springer.com/journal/12630","Journal"
"Deutsche Zeitschrift für Akupunktur","Deutsche Zeitschrift für Akupunktur","","61 / 2018","","","","","http://link.springer.com/journal/42212","Journal"
"NeuroMolecular Medicine","NeuroMolecular Medicine","","1 / 2002 - 20 / 2018","","","","","http://link.springer.com/journal/12017","Journal"
"Schmerzmedizin","Schmerzmedizin","","31 / 2015 - 34 / 2018","","","","","http://link.springer.com/journal/940","Journal"
"Geography and Natural Resources","Geography and Natural Resources","","32 / 2011 - 39 / 2018","","","","","http://link.springer.com/journal/13541","Journal"
"Molecular Medicine","Molecular Medicine","","24 / 2018","","","","","http://link.springer.com/journal/10020","Journal"
"Österreichische Wasser- und Abfallwirtschaft","Österreichische Wasser- und Abfallwirtschaft","","57 / 2005 - 70 / 2018","","","","","http://link.springer.com/journal/506","Journal"
"Cardio-Oncology","Cardio-Oncology","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40959","Journal"
"Physical Oceanography","Physical Oceanography","","1 / 1990 - 21 / 2012","","","","","http://link.springer.com/journal/11110","Journal"
"PerinatalMedizin","PerinatalMedizin","","9 / 1997","","","","","http://link.springer.com/journal/152","Journal"
"Neuroinformatics","Neuroinformatics","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12021","Journal"
"Frontiers of Optoelectronics","Frontiers of Optoelectronics","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12200","Journal"
"Computational Optimization and Applications","Computational Optimization and Applications","","1 / 1993 - 70 / 2018","","","","","http://link.springer.com/journal/10589","Journal"
"Journal of Structural Chemistry","Journal of Structural Chemistry","","1 / 1960 - 59 / 2018","","","","","http://link.springer.com/journal/10947","Journal"
"Botanical Studies","Botanical Studies","","54 / 2013 - 59 / 2018","","","","","http://link.springer.com/journal/40529","Journal"
"ZDM","ZDM","","29 / 1997 - 50 / 2018","","","","","http://link.springer.com/journal/11858","Journal"
"Brain Informatics","Brain Informatics","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40708","Journal"
"Chemistry of Heterocyclic Compounds","Chemistry of Heterocyclic Compounds","","1 / 1965 - 54 / 2018","","","","","http://link.springer.com/journal/10593","Journal"
"IZA Journal of Labor & Development","IZA Journal of Labor & Development","","1 / 2012 - 6 / 2017","","","","","http://link.springer.com/journal/40175","Journal"
"Clinical and Molecular Allergy","Clinical and Molecular Allergy","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12948","Journal"
"International Journal of Speech Technology","International Journal of Speech Technology","","1 / 1997 - 21 / 2018","","","","","http://link.springer.com/journal/10772","Journal"
"Journal of Information Technology","Journal of Information Technology","","1 / 1986 - 33 / 2018","","","","","http://link.springer.com/journal/41265","Journal"
"Journal of Scheduling","Journal of Scheduling","","6 / 2003 - 21 / 2018","","","","","http://link.springer.com/journal/10951","Journal"
"Tijdschrift voor Neuropsychiatrie en Gedragsneurologie","Tijdschrift voor Neuropsychiatrie en Gedragsneurologie","","1 / 2013 - 4 / 2015","","","","","http://link.springer.com/journal/40533","Journal"
"Acta Mechanica Solida Sinica","Acta Mechanica Solida Sinica","","31 / 2018","","","","","http://link.springer.com/journal/10338","Journal"
"Journal of the Geological Society of India","Journal of the Geological Society of India","","73 / 2009 - 91 / 2018","","","","","http://link.springer.com/journal/12594","Journal"
"Tribology Letters","Tribology Letters","","1 / 1995 - 66 / 2018","","","","","http://link.springer.com/journal/11249","Journal"
"International Journal of Mechanical and Materials Engineering","International Journal of Mechanical and Materials Engineering","","9 / 2014 - 13 / 2018","","","","","http://link.springer.com/journal/40712","Journal"
"Bulletin of Experimental Biology and Medicine","Bulletin of Experimental Biology and Medicine","","41 / 1956 - 164 / 2017","","","","","http://link.springer.com/journal/10517","Journal"
"Der Diabetologe","Der Diabetologe","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11428","Journal"
"Journal of Negative Results in BioMedicine","Journal of Negative Results in BioMedicine","","1 / 2002 - 16 / 2017","","","","","http://link.springer.com/journal/12952","Journal"
"Journal of Material Cycles and Waste Management","Journal of Material Cycles and Waste Management","","1 / 1999 - 20 / 2018","","","","","http://link.springer.com/journal/10163","Journal"
"Applied Geomatics","Applied Geomatics","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12518","Journal"
"European Journal of Forest Research","European Journal of Forest Research","","1 / 1857 - 136 / 2017","","","","","http://link.springer.com/journal/10342","Journal"
"Ukrainian Mathematical Journal","Ukrainian Mathematical Journal","","19 / 1967 - 69 / 2017","","","","","http://link.springer.com/journal/11253","Journal"
"Science China Information Sciences","Science China Information Sciences","","44 / 2001 - 61 / 2018","","","","","http://link.springer.com/journal/11432","Journal"
"Fuzzy Optimization and Decision Making","Fuzzy Optimization and Decision Making","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/10700","Journal"
"Arthritis Research & Therapy","Arthritis Research & Therapy","","1 / 1999 - 20 / 2018","","","","","http://link.springer.com/journal/13075","Journal"
"Erziehungswissenschaft","Erziehungswissenschaft","","17 / 2006","","","","","http://link.springer.com/journal/11611","Journal"
"Reproductive Medicine and Biology","Reproductive Medicine and Biology","","1 / 2002 - 15 / 2016","","","","","http://link.springer.com/journal/12522","Journal"
"Psychology of Well-Being","Psychology of Well-Being","","1 / 2011 - 6 / 2016","","","","","http://link.springer.com/journal/13612","Journal"
